WORK_OF_ART,islam for 100s of years
WORK_OF_ART,divided states of america
QUANTITY,about 8 million tons
WORK_OF_ART,dear
MONEY,10/h
LOC,south america
FAC,the imperial palace
LOC,5-clinton
PRODUCT,cole
EVENT,wwii
PRODUCT,tesla
PRODUCT,audi
LAW,left to die
LOC,earth
QUANTITY,thousands of miles
LOC,gamera
WORK_OF_ART,the history of your enslavement
MONEY,billions of dollars
LOC,atlantic
WORK_OF_ART,the dick show
LOC,earth
WORK_OF_ART,clinton narrative network
LOC,make america
WORK_OF_ART,picasso
PRODUCT,stormfront
WORK_OF_ART,the mad dog mattis
PRODUCT,amuimuiashea thomsonjordan macleod
LOC,napa
EVENT,the new world order
LOC,the trojan horse
LOC,europe
PRODUCT,stormfront
LOC,pepe
MONEY,20.000 rubles
LOC,europe
PRODUCT,crooked's
WORK_OF_ART,pepe
LOC,kek
LANGUAGE,english
LANGUAGE,french
MONEY,mediasnexttrumplie
QUANTITY,two feet
WORK_OF_ART,go
QUANTITY,40 feet
PRODUCT,commie
MONEY,trumpsupporterslogic
WORK_OF_ART,hahahaha
LOC,the glorious north
WORK_OF_ART,stormfront
MONEY,about 5 - 6 trillion
MONEY,another 4 trillion
MONEY,17 - 19 trillion
LOC,crystal covill
WORK_OF_ART,the art of making witnesses die sudden deaths
LOC,europe
WORK_OF_ART,bohemian grove
FAC,bohemian avenue
MONEY,60
PRODUCT,arijan hasanajtony nezajbrandon
LAW,communistic and socialist
LOC,goodness
FAC,the portland int airport
MONEY,32 dollar
LOC,
QUANTITY,4-8 inches
WORK_OF_ART,the snake
FAC,le pen
LOC,europe
FAC,the habbo hotel
FAC,the oval office
MONEY,$$$
FAC,alpha
LOC,daytona
EVENT,civil war
MONEY,maga
LOC,https://www.facebook.com/thepatriotswalk/
LOC,mars
LOC,jupiter
MONEY,dicksoutforharambe
LOC,central park
EVENT,world war iii
PRODUCT,suni monarchy
QUANTITY,6m
WORK_OF_ART,people who love dick for trump
WORK_OF_ART,knew too much
FAC,the white house
FAC,the white house
LOC,south america
QUANTITY,billion
LOC,middle east
LOC,europa
EVENT,wwii
EVENT,holocaust
MONEY,two penny
LOC,socialist america
WORK_OF_ART,nobel peace
MONEY,8 billion dollars
LOC,earth
WORK_OF_ART,love
EVENT,the war's eve
LOC,the middle east
LOC,city
QUANTITY,20 feet
WORK_OF_ART,the dick pic that saved the world
FAC,andre palma
WORK_OF_ART,hahahaha
LAW,¡¡
MONEY,intensifies
MONEY,trumpster
MONEY,around 7.56 billion
EVENT,the war
WORK_OF_ART,savage
MONEY,memeception
MONEY,#notallrussians #nationalityofpeace
MONEY,russianlivesmatter
WORK_OF_ART,lol gg
LOC,pepe
QUANTITY,20's and
QUANTITY,1000 watts
MONEY,100
EVENT,the philly offensive
MONEY,nobrakesonthetrumptrain
MONEY,4 billion dollars
EVENT,world war 3
QUANTITY,ten feet
WORK_OF_ART,the druids of the emerald circle
MONEY,#teethlivesmatter #
MONEY,wikileaks
MONEY,trumptapes
MONEY,#lindatripp
MONEY,16.00
PRODUCT,click
MONEY,10 million dollar
MONEY,sarcasmfont
WORK_OF_ART,the era of good feels
LOC,emil qo'ruma
LOC,earth
FAC,the empire state building
PRODUCT,country
MONEY,trump
MONEY,200 000.00
MONEY,27 000
MONEY,millions of dollars
MONEY,3 million dollar
MONEY,6 billion dollars
FAC,the white house
WORK_OF_ART,hahahaha
LOC,autistic
PRODUCT,spud murphy
QUANTITY,eighty degrees
MONEY,10k
MONEY,fuckglobalism
QUANTITY,ten feet
LOC,the middle east
LOC,obamas america
WORK_OF_ART,me
WORK_OF_ART,me
PRODUCT,levi
EVENT,wwii
EVENT,wwii
WORK_OF_ART,"mad world"
LOC,europe
LOC,️
QUANTITY,70 degrees
PRODUCT,man yells at
MONEY,hillaryforprison2016
LAW,trump?
WORK_OF_ART,the holy bible
EVENT,the iron bowl
MONEY,5
EVENT,hugo
WORK_OF_ART,hahahaha
QUANTITY,115 degree
LOC,europe
LOC,north america
MONEY,1
PRODUCT,the one s
QUANTITY,3 miles
PRODUCT,cole
EVENT,amber blaze lemmond
WORK_OF_ART,"love trumps hate"
LOC,europe
MONEY,10feethigher
LOC,drumpf
WORK_OF_ART,deport 'deport racism
LANGUAGE,filipino
EVENT,cold war
MONEY,trump2016
MONEY,trumppresident2016
WORK_OF_ART,the end of history
WORK_OF_ART,"the death of politics
WORK_OF_ART,can't stump the trump
MONEY,notmysecretaryofdefencebecaudeimcanadianbutiwishhewas
QUANTITY,800m
MONEY,latinosfortrump
PRODUCT,i'm making america great again
WORK_OF_ART,alt-right
WORK_OF_ART,phd
LOC,africa
EVENT,the great wall
MONEY,every penny
EVENT,overlords
MONEY,2 billions dollars
MONEY,2 billion dollars
FAC,cuck total war
LOC,americas
WORK_OF_ART,"mad world"
LOC,battery
EVENT,the great meme war
WORK_OF_ART,phd
PRODUCT,classic
MONEY,trumptraingotnobrakesmuddafukka
LAW,parkinsons  https://youtu.be/8xtizh9hoc8
EVENT,hailey summer
WORK_OF_ART,be wise as serpents and gental as doves
WORK_OF_ART,respectfully
LOC,europe
MONEY,millions of dollars
MONEY,100
PRODUCT,diet coke
QUANTITY,10 mins
LOC,malls
MONEY,420# 4
WORK_OF_ART,this is america
WORK_OF_ART,do with it religion of peace beheadings
PRODUCT,crooked
LAW,constitution
MONEY,maga
MONEY,pepe
WORK_OF_ART,we the people
LOC,europe
MONEY,5000 dollars
MONEY,50 dollars
EVENT,khattou hugo
LOC,south
LOC,africa
WORK_OF_ART,defame trump
PRODUCT,quran
MONEY,millions of dollars
WORK_OF_ART,the unstumpable
MONEY,$10k
MONEY,triggered
MONEY,obamaforprison2016
MONEY,$4-
LOC,earth
QUANTITY,half a mile
MONEY,10.000
LAW,constitution
EVENT,the trump train
MONEY,vivatrump
PRODUCT,primero
PRODUCT,ted on
MONEY,1 get
WORK_OF_ART,trump is in direct competition with the old guard of the new world order
WORK_OF_ART,love
WORK_OF_ART,dry-clit
WORK_OF_ART,clinton jon arpon john agra james phelan
WORK_OF_ART,damn the torpedoes full speed
WORK_OF_ART,holy water on
LAW,christ!
MONEY,20
LOC,south america
FAC,sick
FAC,government
WORK_OF_ART,trump is against gays
MONEY,$2.5m
WORK_OF_ART,hahahaha
EVENT,accent
EVENT,current year
LOC,kek
QUANTITY,10 feet
QUANTITY,20
PRODUCT,merry christmas
PRODUCT,imgur
MONEY,meatistasty
FAC,le pen
PRODUCT,episode 789 heir
FAC,the empire dark empire 1 & 2
LOC,brock hill
PRODUCT,apache
WORK_OF_ART,breitbart
MONEY,$18.56 trillion
MONEY,$1.2 trillion
WORK_OF_ART,the holy almighty trebuchet
MONEY,fucksoros
WORK_OF_ART,dustin gathright
FAC,love this
QUANTITY,15 pounds
EVENT,this asap
PRODUCT,our republic
FAC,andre bales
LOC,the moon 
EVENT,holocaust
LOC,nov 8 morning
WORK_OF_ART,hahahaha trump
MONEY,7000
PRODUCT,country
EVENT,the new world order
MONEY,igrabpussytoo
WORK_OF_ART,karma
LOC,europe
WORK_OF_ART,rngezk
MONEY,100
MONEY,americansfortrump
MONEY,maga
LOC,africa
LOC,europe
LOC,europe
QUANTITY,10 feet
PRODUCT,google the primary model
LANGUAGE,english
FAC,the white house
MONEY,300-$400k
LOC,kek
WORK_OF_ART,holocaust
WORK_OF_ART,caitlyn
MONEY,over 87 million taxpayer dollars
LOC,al harrington's
FAC,route 2
LOC,jupiter
LOC,the art of the deal?
PRODUCT,classic
LANGUAGE,english
QUANTITY,a mile
MONEY,$1m
WORK_OF_ART,drumpf
WORK_OF_ART,champ
FAC,3d
QUANTITY,ten feet
LOC,️
LOC,️
MONEY,over $9 000 000 000.00
MONEY,brexit
MONEY,staywoke
WORK_OF_ART,kick out all the beaners and sand niggers
MONEY,pepe
MONEY,2 000 dollar
MONEY,2 dollar
EVENT,the war on women?
EVENT,the war on women!
FAC,guantanamo
MONEY,20 000$
QUANTITY,tons
LOC,europe
EVENT,world war ii
LOC,the middle east
MONEY,10/9
PRODUCT,leviticus
WORK_OF_ART,the old testament
FAC,the white house
LOC,europe
WORK_OF_ART,hope
LOC,cindy
FAC,stopbannon
LOC,central valley
MONEY,maga
LOC,crystal covill
MONEY,1
QUANTITY,10 feet
PRODUCT,halal
FAC,the great chicago fire
LAW,order
LOC,europe
LOC,europe
LOC,
EVENT,the vietnam war
PRODUCT,tetris
WORK_OF_ART,bible
WORK_OF_ART,the real libs
WORK_OF_ART,safer than sugar
WORK_OF_ART,trust me cuz i
MONEY,nostamina
WORK_OF_ART,soul calibur
MONEY,15
MONEY,15
MONEY,trump
WORK_OF_ART,the real right
LOC,kek
LOC,europe
WORK_OF_ART,mba
LAW,the geneva convention
MONEY,about 1 billion
WORK_OF_ART,nobel peace prize
EVENT,bill war ell
LANGUAGE,english
WORK_OF_ART,heterosexual for trump
PRODUCT,investigators can answer for
LOC,drumpf
QUANTITY,4 feet
MONEY,the tens of millions
QUANTITY,gallon
MONEY,lifegoals
FAC,kremlin
QUANTITY,10 feet
LOC,new america
PRODUCT,peavewalker
LAW,the conventions of
LAW,protocol
LAW,constitution
FAC,government
LOC,red herring
WORK_OF_ART,really makes you think -
FAC,mirai nikki
LOC,the middle-east
PRODUCT,xd guess
WORK_OF_ART,the young jerks
WORK_OF_ART,bend the fuck
LOC,γιώργος με.
EVENT,the second american revolution
MONEY,orangepower
WORK_OF_ART,sex overdose
PRODUCT,9000
WORK_OF_ART,height="644
LOC,europe
LOC,europa
LOC,europa
MONEY,650 million dollars
LOC,europa
FAC,red neck
WORK_OF_ART,read this
MONEY,about $13 million
PRODUCT,apache
MONEY,neverhillary
FAC,fb
WORK_OF_ART,bible
WORK_OF_ART,the bell curb
FAC,le pen
PRODUCT,paradox-billiards-vostroyan-fourth
PRODUCT,kleenex
LOC,disdainus maximus
EVENT,the us flag code
MONEY,the billions of dollars
PRODUCT,teh real altright teh
WORK_OF_ART,hahahaha
QUANTITY,ten feet
QUANTITY,80 meters
WORK_OF_ART,cue the sheep's
WORK_OF_ART,hahahaha
WORK_OF_ART,hahahaha
WORK_OF_ART,nobel
MONEY,americaisgoingtohell2016
LOC,great america
EVENT,the taco bowl
MONEY,trumpneedsmedscausehehasmultiplepersonality
LAW,defcon 5
LOC,earth
FAC,the white house
FAC,the tower
LOC,south park
QUANTITY,tons
WORK_OF_ART,pepes paratroopers
MONEY,close to $15k
EVENT,a "revolution"
FAC,tiananmen square
FAC,101
MONEY,lockherup
LOC,europe
LOC,east
FAC,the great wall
PRODUCT,allright
WORK_OF_ART,a cure for depression
LOC,e.u.
MONEY,i'lldrink4him
QUANTITY,ten gallon
WORK_OF_ART,hahahaha
WORK_OF_ART,the emperor himself
WORK_OF_ART,dark master
MONEY,#eminem2020
WORK_OF_ART,hard
EVENT,the sack of rome
MONEY,$120 million
WORK_OF_ART,stormfront
WORK_OF_ART,bad jimmy
LOC,earth
LANGUAGE,=)
MONEY,100 billion dollars
MONEY,buildthewall
LOC,brent pole
MONEY,15
MONEY,5
MONEY,every last cent
LOC,the middle east
LAW,the "death camps
WORK_OF_ART,holocaust
QUANTITY,an additional 50 million
EVENT,holocaust
QUANTITY,just 85 degrees
FAC,the berlin wall
WORK_OF_ART,alt-right
WORK_OF_ART,“negroid ”
LOC,drumpf
MONEY,trump2016
MONEY,#mlgisout #
PRODUCT,crooked hilary
LOC,siberia
PRODUCT,cherokee
PRODUCT,cole
FAC,auschwitz
LOC,trumpenreich
MONEY,3
PRODUCT,kenny floom
LANGUAGE,english
EVENT,inauguration day
MONEY,imwithherforjail
MONEY,hillaryforprison16
MONEY,over 57million dollars
MONEY,well over 100milion dollars
MONEY,1
MONEY,100
MONEY,1
LOC,europe
WORK_OF_ART,the mad monk
PRODUCT,classic
WORK_OF_ART,noone cares
LOC,earth
PRODUCT,the rainbow-push coalition
WORK_OF_ART,fareed zachariah
EVENT,cold war 2
PRODUCT,sjw cuck cult
QUANTITY,a ton
MONEY,#trump2016 #
MONEY,#dncwalkout #
MONEY,riggedsystem
MONEY,1 700
MONEY,869
MONEY,another $1 000
MONEY,thanksdonald
QUANTITY,tons
FAC,meme america
WORK_OF_ART,"apostoles de la intolerante tolerancia
PRODUCT,gano tu candidato
WORK_OF_ART,'s mad max
LAW,admin!
FAC,immoral
LOC,europe
MONEY,trump2016
PRODUCT,cole albro
MONEY,pepe
LOC,america
WORK_OF_ART,then i remembered
PRODUCT,tetris
LOC,the saint's row iv
MONEY,trumpwall
FAC,fuupa
PRODUCT,buddy holly
MONEY,dicksoutforharambe
MONEY,merica
MONEY,freetaiwan
WORK_OF_ART,fucking trump
LOC,poklonskaya
LOC,west
WORK_OF_ART,are you fucking kidding me
FAC,every alpha male
QUANTITY,10 feet
MONEY,ripharambe
PRODUCT,merry christmas
WORK_OF_ART,fish
LOC,asia
MONEY,a million dollars
PRODUCT,j-law
MONEY,#gastoniasfinest
LAW,constitution
LOC,europe
PRODUCT,list
WORK_OF_ART,hahahaha
WORK_OF_ART,sharia
QUANTITY,10 miles
PRODUCT,stoner 9000
LANGUAGE,english
LOC,europe
MONEY,3.95
PRODUCT,crusades
FAC,the golden throne of terra
FAC,broadway
PRODUCT,m44
FAC,the thalmor embassy
FAC,whitewater
LOC,europe
LOC,megatron
MONEY,trumptrain
EVENT,this year
LANGUAGE,truman democrats
QUANTITY,10 feet
FAC,trumpster
WORK_OF_ART,championship edition
WORK_OF_ART,trump
PRODUCT,the "m"
MONEY,#notallheroswearcapes
QUANTITY,5 feet
WORK_OF_ART,;d
WORK_OF_ART,sharia
MONEY,billions of dollars
QUANTITY,a ton
LANGUAGE,english
MONEY,dicksoutforharambe
WORK_OF_ART,peel the bern
MONEY,supportgary
EVENT,super tuesday
LOC,prison
EVENT,drumpf
LOC,leave america
LAW,article title
QUANTITY,2 degrees
EVENT,independence day
MONEY,about #brexit
QUANTITY,40 tons
FAC,the white house
LOC,the imperium of man
FAC,guantanamo
WORK_OF_ART,rngezk
MONEY,100
WORK_OF_ART,saturday night live
LOC,earth
MONEY,1 trillion dollar
WORK_OF_ART,the philly pd
EVENT,america great
LAW,the fucking playoffs
PRODUCT,timberwolves
LOC,europe
LAW,the crypt keeper
FAC,the white house
MONEY,300 dollar
LOC,south
LAW,constitution
FAC,poncho via
LOC,grab america
PRODUCT,detail
MONEY,every penny
WORK_OF_ART,a-a-
FAC,dck
WORK_OF_ART,midnight oil
LOC,europe
MONEY,maga
WORK_OF_ART,breitbart
LAW,rico
FAC,u.s. passport
LOC,silicon valley
MONEY,maga3x
LOC,europe
MONEY,between 41-45
PRODUCT,hoax markale
WORK_OF_ART,trumps meltdown
LANGUAGE,english
PRODUCT,mof
QUANTITY,10 inches longer
PRODUCT,immigration 
LOC,the iso cubes
LANGUAGE,arabic
QUANTITY,4 inches
MONEY,feelthebern
LOC,the aliens and area 51
LOC,ellis island
LANGUAGE,english
WORK_OF_ART,love
LOC,europe
MONEY,a million dollars
FAC,racist
QUANTITY,100 s of
MONEY,millions of dollars
MONEY,1000
PRODUCT,калоян
PRODUCT,islamophobia
LANGUAGE,english
LAW,constitution
MONEY,benedictarnold
LOC,earth
LOC,balkans
PRODUCT,google youtube twitter
LOC,latin america
WORK_OF_ART,the master race?
QUANTITY,5 meters
MONEY,neverhillary
WORK_OF_ART,orban  de beschermer tegen de plunderende franken/eu
WORK_OF_ART,build a wall on mars
WORK_OF_ART,kick the commies
LOC,the holy land
LOC,europe
MONEY,$500 trillion
LOC,earth
PRODUCT,f1
LOC,b1/b2
MONEY,9 trillion
LOC,europe
PRODUCT,ru
EVENT,the iraq war
PRODUCT,the big emps
LOC,drumpf
EVENT,hugo
PRODUCT,the end
MONEY,$7 million
WORK_OF_ART,real adventures of jonny quest
QUANTITY,10 feet
QUANTITY,80 degrees
LOC,nyc
LOC,the moon in
QUANTITY,10 mile
WORK_OF_ART,tyrone black
PRODUCT,diablo 2
MONEY,trumpismypresident
LOC,disdainus maximus
LAW,squidward
MONEY,a multi million dollar
FAC,the super male vitality
MONEY,#dicksoutforharambe
MONEY,trump2016
WORK_OF_ART,we love coke or what
MONEY,50 cent
MONEY,185000 dollars
PRODUCT,the uss ronald raegan
MONEY,billions of dollars
PRODUCT,baby
LAW,ria pratt
EVENT,civil war
WORK_OF_ART,the emperor of occident
LAW,exaltation of god-emperor trump
PRODUCT,classic
LOC,europe
WORK_OF_ART,the" starbucks in lexington
QUANTITY,10 feet
PRODUCT,marti
MONEY,$100 million
EVENT,black friday
WORK_OF_ART,hahahaha
LOC,grab america
LANGUAGE,english
LANGUAGE,english
LOC,europa
WORK_OF_ART,the people's papa
WORK_OF_ART,the happy merchant
LOC,eastern europe
WORK_OF_ART,the wall street
LOC,2am
WORK_OF_ART,lord shen
LOC,trumpenreich
LOC,the middle east
WORK_OF_ART,bible
MONEY,#1
MONEY,$1300 dollar
LOC,nyc
WORK_OF_ART,the life story of
WORK_OF_ART,a wall through a wormhole
PRODUCT,mason fleagle
LANGUAGE,english
LOC,mohan arjuna raveentheran
WORK_OF_ART,birddogging
MONEY,veritas
WORK_OF_ART,la il la  ill pepe  harambe hu razoul'pepe
LOC,europe
LOC,privacy
WORK_OF_ART,drumpf
LOC,europe
PRODUCT,protector
LOC,maga
PRODUCT,votebernie ann
FAC,comandante
WORK_OF_ART,we love india
WORK_OF_ART,holocaust
FAC,the white house
MONEY,20 billion dollars
WORK_OF_ART,swan
LOC,angus
MONEY,#vote1angus #
MONEY,#angusismyhero
MONEY,bigleague
WORK_OF_ART,gotti
EVENT,world series
MONEY,ff0000
LOC,europe
MONEY,#ripharambe #
WORK_OF_ART,hahahaha
LAW,2nd amendment
EVENT,civil war
WORK_OF_ART,trump
PRODUCT,bernie sanders
FAC,the alt right
PRODUCT,the alt right
PRODUCT,the alt right
PRODUCT,the alt right
LOC,middle east
LOC,europe
WORK_OF_ART,hahahaha
LOC,europe
LOC,europe
LOC,captain america
LOC,europe
QUANTITY,10 feet
MONEY,$
QUANTITY,12 metre
MONEY,$$$$
LAW,the "top comments (
WORK_OF_ART,hahahaha
LOC,west
LOC,east new rome
WORK_OF_ART,christ cucking
FAC,fort irwin
WORK_OF_ART,goooooooooooooooooooooooooooooooooooooaaaaaaal
WORK_OF_ART,egg mcmuffin
MONEY,2ndtrumpterm
PRODUCT,air force one
EVENT,game recognizing game
LAW,sharia law
LOC,africa
EVENT,nine eleven
QUANTITY,tons
WORK_OF_ART,""news"
QUANTITY,10 yards
WORK_OF_ART,trump effect
LOC,africa
WORK_OF_ART,trump
EVENT,the great depression
FAC,the white house
LAW,trump the
WORK_OF_ART,poc
LAW,trump hair
MONEY,riptheotherguy
LOC,weisheit
PRODUCT,crusades
MONEY,multibillion dollar
WORK_OF_ART,the holy god emperor of the
WORK_OF_ART,nature
FAC,dark eldar
MONEY,2+
WORK_OF_ART,10101000101
MONEY,2+
LOC,easter
WORK_OF_ART,"
LOC,pacific rim
LOC,europe
EVENT,cold war
LOC,east
PRODUCT,guac bowl
QUANTITY,tons
WORK_OF_ART,"merry christmas to the united states"
EVENT,oh wow
PRODUCT,diet coke
LOC,votes
EVENT,midwestern 2005 ms
LOC,europe
QUANTITY,no fantano feet
LAW,walmart supercenter
MONEY,between $904 542 and
MONEY,$1.75 million
MONEY,between $3 015 and $5 815
MONEY,$7 billion
MONEY,$6.2 billion
MONEY,buildit
LAW,trump meme
LANGUAGE,english
PRODUCT,zizek
FAC,the hashtag #ownage
LOC,the middle east
MONEY,200€
QUANTITY,appart
WORK_OF_ART,star trek
WORK_OF_ART,please clap
LOC,capt america
MONEY,0=2
PRODUCT,towers=2
MONEY,whenyoudontstartww3withrussia
WORK_OF_ART,angles of death
QUANTITY,2 a.m.
LOC,europe
QUANTITY,10 feet
MONEY,trump2016
WORK_OF_ART,grab
WORK_OF_ART,keep america cucked and femmed
LOC,europe
QUANTITY,a few feet
PRODUCT,can not
FAC,guantanamo
MONEY,1 million dollars
LOC,europe
EVENT,independence day
PRODUCT,powers
EVENT,watergate
FAC,the tower of london
EVENT,the second amendment as an assassination call
LAW,constitution
WORK_OF_ART,bible
PRODUCT,douche of the year
EVENT,the revolution
WORK_OF_ART,the false song of globalism
LAW,the clintons' war on women
LOC,kek
LOC,earth
LOC,earth
PRODUCT,dragon ball z
PRODUCT,malex jonebama
PRODUCT,male tears"
QUANTITY,82 degrees
MONEY,1 000
MONEY,10 000
FAC,stick
LOC,nyc
MONEY,only $12 700
LANGUAGE,english
LOC,γιώργος με.
LANGUAGE,english
LOC,nyc
MONEY,1
WORK_OF_ART,bible
PRODUCT,cherokee
EVENT,the american revolution
LOC,the moon we
LOC,tehlur fry
WORK_OF_ART,burned surrenderers
WORK_OF_ART,drumpf
WORK_OF_ART,are you sure
LOC,baltics
LOC,europe
FAC,carel ld
MONEY,#pence
MONEY,#trump2016 #
MONEY,frogmemesoutfordonald
EVENT,world war threeeeeeeeeeee
FAC,carel ld
LOC,earth
FAC,trumpness
PRODUCT,spud murphy
LOC,west coast
EVENT,world war 2
LOC,kek
LANGUAGE,english
EVENT,civil war
LAW,constitution
MONEY,get
WORK_OF_ART,wooow
FAC,hes racist
LOC,europe
FAC,buckingham palace
QUANTITY,81 degrees
LANGUAGE,english
EVENT,the top of his head
WORK_OF_ART,versus the world
LANGUAGE,english
LOC,disdainus maximus
LOC,europe
LOC,baltics
LOC,earth
FAC,the el alamo
QUANTITY,10 feet
QUANTITY,a thousand
WORK_OF_ART,read this
MONEY,about $13 million
MONEY,livesmatter
LOC,west
WORK_OF_ART,los negros
WORK_OF_ART,a christmas gift for you" - the entire album by
FAC,◔
LOC,disdainus maximus
EVENT,the world war trilogy
LOC,europe
MONEY,#america
LAW,immigration
LOC,europe
WORK_OF_ART,the unstumpable
MONEY,dicksout
FAC,the megyn kelly haircut of shame
LOC,europe
EVENT,the meme war
PRODUCT,a10s
LAW,¡¡¡
WORK_OF_ART,phd
PRODUCT,pan out
MONEY,trump
WORK_OF_ART,bible
WORK_OF_ART,hitlers children
LOC,️
LOC,europe
MONEY,#inthepast #
WORK_OF_ART,world of warcraft
PRODUCT,classic
PRODUCT,metamucil
MONEY,195
LOC,europe
EVENT,merry christmas
MONEY,sad
WORK_OF_ART,hahahaha
LOC,the persian gulf
EVENT,cancel christmas
LAW,poo
WORK_OF_ART,bible
LOC,europe
LOC,europe
QUANTITY,5 meters
QUANTITY,20 feet
QUANTITY,20 feet
WORK_OF_ART,'the eternal jew'
LOC,the bern victims
WORK_OF_ART,super pac
PRODUCT,https://wikileaks.org/dnc-emails/emailid/8351wasserman
MONEY,nevertrump
FAC,wich
PRODUCT,foreandrew estrellogary keithcameron pettyconnor
MONEY,dicksoutforharambe
LOC,europe
EVENT,new year
LOC,middle east
MONEY,teamhillary
MONEY,choosewisely
WORK_OF_ART,hahahaha
EVENT,the great meme war
EVENT,meme war 2
MONEY,$50 billion +
MONEY,maga
PRODUCT,detail
LOC,europe
MONEY,$50 billion
EVENT,trump fb
PRODUCT,co2
FAC,nandito noor levi
LOC,islamophobia
LOC,mars
EVENT,sean valdez
LOC,trumpence
MONEY,15
MONEY,under $20
LOC,nyc
FAC,fairfield connecticut
QUANTITY,105 degree
PRODUCT,ac
MONEY,#prayforparis
MONEY,blacklivesmatter
MONEY,notrump2016
LOC,latin america
PRODUCT,cucks fuck
MONEY,millions of dollars
EVENT,hugo
MONEY,72 cents
MONEY,about $15 700
WORK_OF_ART,mostly false
MONEY,77 cents
WORK_OF_ART,mostly true
QUANTITY,ten feet
LOC,gallegos
MONEY,theblondeknightrises
FAC,the white house
LOC,earth
PRODUCT,ru
EVENT,twitter
FAC,hugh tower
MONEY,75
LOC,americas
PRODUCT,incredible oliver croke
MONEY,#endvictimlesscrime #
PRODUCT,fahrenheit 451
MONEY,about $500
EVENT,the world war 3 candidate
LAW,civil rights
MONEY,dicksout
LAW,the
PRODUCT,windhelm
MONEY,#handcuffhillary #
MONEY,600000 dollar
WORK_OF_ART,hahahaha
MONEY,trump2016
EVENT,hugo
LOC,earth
LAW,trump meme
PRODUCT,the cube heil saturn
QUANTITY,1000 yards
LANGUAGE,english
PRODUCT,prawn broker
QUANTITY,like 40 feet
EVENT,wwii
LANGUAGE,arabic
LANGUAGE,english
WORK_OF_ART,star wars rogue
LOC,south
PRODUCT,toscano car
MONEY,buildwall
LOC,earth
EVENT,the current year
EVENT,new years
PRODUCT,cole
EVENT,the great meme war
WORK_OF_ART,bible
FAC,definitely
LANGUAGE,english
LOC,europe
LOC,europe
LOC,europe
PRODUCT,operation m-day
MONEY,1
LOC,russian uranium
MONEY,deport
LOC,new america
PRODUCT,agenda
LOC,make america
LANGUAGE,unnatural
LOC,east coast 3
MONEY,weinergate
QUANTITY,0.05 degrees
MONEY,five million pounds
QUANTITY,five pounds
LOC,this america
WORK_OF_ART,you
WORK_OF_ART,gender studies
MONEY,trumppresident2016
LOC,γιώργος με.
MONEY,half million dollar
FAC,the alt right
EVENT,new year
PRODUCT,cicero
PRODUCT,lara
MONEY,#dickingbimbos #
MONEY,#maga #altright #
MONEY,#pokemongo
MONEY,#freemilo #
MONEY,#basketofdeplorables #
MONEY,#clintoncollapse #
MONEY,hillaryrottenclinton
MONEY,trump2016
MONEY,altrrrrrracist
EVENT,the immortality elixir
MONEY,unitedstarsystemsofamerica
LANGUAGE,spanish
EVENT,the french revolution
LOC,klan
PRODUCT,wax man
WORK_OF_ART,bible
LAW,the occupy wall street
WORK_OF_ART,hahahaha
PRODUCT,aushwitz
WORK_OF_ART,bible
LOC,the klu klux klan
EVENT,nuclear war
PRODUCT,crusades
LOC,mars
FAC,super male vitality™
WORK_OF_ART,s a v a g e
LOC,the middle east
EVENT,war
MONEY,brexit
MONEY,10 billion dollars
LOC,europe
MONEY,makeanimereal
FAC,templar
PRODUCT,google play
PRODUCT,the co2
QUANTITY,1 feet
LOC,nyc
LOC,earth
LOC,eastern montana
LOC,central california
LOC,europe
MONEY,makewowgreatagain
WORK_OF_ART,non-white candidates
WORK_OF_ART,hahahaha
WORK_OF_ART,trump did sexual assault
LOC,disdainus maximus
MONEY,4chan
WORK_OF_ART,francesco donagemma hes
PRODUCT,creator
LOC,walmart
LOC,pepe
LANGUAGE,english
PRODUCT,jessica
WORK_OF_ART,whites
MONEY,trump2016
MONEY,the 15 dollars
PRODUCT,political establishment
LANGUAGE,english
EVENT,world war 3
MONEY,2 +
EVENT,world war 3
WORK_OF_ART,these tom sims
FAC,facebook
LOC,mars
LOC,west
LOC,drumpf
MONEY,15 dollars
MONEY,operationdindumaga
LOC,brokeback mountain
LOC,brokeback mountain
LOC,michalis christou
WORK_OF_ART,fking savage
MONEY,270 000
WORK_OF_ART,hahahaha
PRODUCT,sickels
PRODUCT,treyy
LOC,middle east
EVENT,civil war ii
WORK_OF_ART,unwashed ass
MONEY,a million dollars
WORK_OF_ART,better than a border fence
FAC,the holy spirit
FAC,the holy spirit's
WORK_OF_ART,st. augustine
LOC,nyc
WORK_OF_ART,love
MONEY,15$
PRODUCT,jessica
FAC,the dark side
MONEY,5 thousand dollar
WORK_OF_ART,the scooby van
MONEY,6
WORK_OF_ART,common sense' pence
EVENT,current years
PRODUCT,can save america
MONEY,100
MONEY,a trillion dollars
WORK_OF_ART,'rules for radicals'
PRODUCT,lucero chavarria
LOC,the eastern euro
WORK_OF_ART,hahahaha
WORK_OF_ART,racist
PRODUCT,angeeeeryyyy het meisteee
PRODUCT,disguised
EVENT,trump revolution
LOC,europe
QUANTITY,20 feet
PRODUCT,cole tomberlin
LOC,europe
LOC,the soviet bloc
WORK_OF_ART,please clap
QUANTITY,ten tons
EVENT,tolerant" liberals
LAW,constitution
MONEY,1
MONEY,trump2016
LOC,europe
LOC,europe
WORK_OF_ART,the pax ivanka
LOC,europe
